#####################################################################
# Alchemist log file - simulation started at: 2023-05-16T23:59+0000 #
#####################################################################
#
# device_count = 1000, battery_discharge_time = 6, balance = [20, 60], epi_ratio = 3, cloud_epi = 3, seed = 7.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 1000.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 1000.0 0.0000 0.0000 0.0000 0.0000
0.0000 1000.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 1000.0 0.0000 0.0000 0.0000 0.0000
120.00 884.0 116.0 54.217 3802.6 1076.6 4878.3 0.0 1000.0 166.11 0.16611 1.2000 6.0000
240.00 872.0 128.0 53.365 3791.2 1188.0 4974.7 0.0 1000.0 330.99 0.33099 1.2000 6.0000
360.00 862.0 138.0 52.517 3771.0 1280.8 5049.3 0.0 1000.0 490.54 0.49054 1.4000 7.0000
480.00 855.0 145.0 51.673 3753.9 1345.8 5097.7 0.0 1000.0 642.72 0.64272 1.4000 7.0000
600.00 841.0 159.0 50.833 3725.3 1475.7 5194.3 0.0 1000.0 786.62 0.78662 1.6000 8.0000
720.00 836.0 164.0 49.997 3716.4 1522.1 5241.0 0.0 1000.0 921.79 0.92179 1.6000 8.0000
840.00 827.0 173.0 49.164 3698.4 1605.7 5305.5 0.0 1000.0 1047.4 1.0474 1.8000 9.0000
960.00 808.0 192.0 48.337 3655.7 1782.0 5446.5 0.0 1000.0 1165.0 1.1650 1.8000 9.0000
1080.0 801.0 199.0 47.515 3664.2 1847.0 5498.6 0.0 1000.0 1275.1 1.2751 2.0000 10.000
1200.0 787.0 213.0 46.698 3626.2 1967.6 5592.5 0.0 1000.0 1380.9 1.3809 2.0000 10.000
1320.0 777.0 223.0 45.886 3614.6 2069.7 5682.9 0.0 1000.0 1483.5 1.4835 2.2000 11.000
1440.0 766.0 234.0 45.079 3593.0 2171.8 5770.6 0.0 1000.0 1585.2 1.5852 2.2000 11.000
1560.0 761.0 239.0 44.275 3581.1 2218.2 5801.0 0.0 1000.0 1688.9 1.6889 2.4000 12.000
1680.0 751.0 249.0 43.475 3564.0 2311.0 5877.9 0.0 1000.0 1798.9 1.7989 2.4000 12.000
1800.0 736.0 264.0 42.679 3539.7 2441.0 5969.5 0.0 1000.0 1916.2 1.9162 2.6000 13.000
1920.0 722.0 278.0 41.890 3502.3 2580.2 6087.8 0.0 1000.0 2034.6 2.0346 2.6000 13.000
2040.0 711.0 289.0 41.105 3492.7 2682.3 6170.7 0.0 1000.0 2150.8 2.1508 2.8000 14.000
2160.0 694.0 306.0 40.326 3458.9 2830.8 6286.5 0.0 1000.0 2264.8 2.2648 3.0000 15.000
2280.0 682.0 318.0 39.554 3434.2 2951.4 6392.0 0.0 1000.0 2377.5 2.3775 3.0000 15.000
2400.0 675.0 325.0 38.784 3420.3 3016.4 6443.5 0.0 1000.0 2489.8 2.4898 3.2000 16.000
2520.0 668.0 332.0 38.019 3393.0 3081.4 6484.3 0.0 1000.0 2601.7 2.6017 3.2000 16.000
2640.0 659.0 341.0 37.257 3382.1 3164.9 6543.7 0.0 1000.0 2712.0 2.7120 3.2000 16.000
2760.0 643.0 357.0 36.499 3356.4 3304.1 6651.8 0.0 1000.0 2822.9 2.8229 3.4000 17.000
2880.0 640.0 360.0 35.747 3322.0 3285.6 6614.7 0.0 1000.0 2932.6 2.9326 3.4000 17.000
3000.0 635.0 365.0 35.001 3310.4 3257.7 6569.8 0.0 1000.0 3042.6 3.0426 3.4000 17.000
3120.0 628.0 372.0 34.261 3294.5 3276.3 6574.4 1.0 999.0 3153.0 3.1530 3.4000 17.000
3240.0 622.0 378.0 33.528 3280.8 3294.8 6572.4 1.0 999.0 3261.6 3.2616 3.4000 17.000
3360.0 611.0 389.0 32.804 3232.5 3332.0 6570.3 2.0 998.0 3368.5 3.3685 3.4000 17.000
3480.0 602.0 398.0 32.091 3198.5 3359.8 6564.7 3.0 997.0 3476.8 3.4768 3.4000 17.000
3600.0 588.0 412.0 31.386 3166.6 3424.8 6593.2 3.0 997.0 3585.7 3.5857 3.6000 18.000
3720.0 576.0 424.0 30.690 3132.3 3499.0 6634.4 3.0 997.0 3694.0 3.6940 3.6000 18.000
3840.0 564.0 436.0 30.004 3115.6 3601.1 6711.5 5.0 995.0 3798.2 3.7982 3.8000 19.000
3960.0 554.0 446.0 29.328 3063.8 3619.7 6686.4 6.0 994.0 3900.8 3.9008 3.8000 19.000
4080.0 546.0 454.0 28.665 3036.7 3629.0 6670.1 7.0 993.0 4002.0 4.0020 3.8000 19.000
4200.0 539.0 461.0 28.008 3000.9 3610.4 6616.6 7.0 993.0 4102.0 4.1020 3.8000 19.000
4320.0 529.0 471.0 27.367 2989.3 3656.8 6647.4 10.0 990.0 4203.8 4.2038 3.8000 19.000
4440.0 518.0 482.0 26.738 2950.5 3666.1 6610.5 12.0 988.0 4306.5 4.3065 3.8000 19.000
4560.0 512.0 488.0 26.120 2915.6 3684.7 6596.9 13.0 987.0 4410.4 4.4104 3.8000 19.000
4680.0 503.0 497.0 25.519 2895.6 3712.5 6606.5 18.0 982.0 4513.3 4.5133 3.8000 19.000
4800.0 493.0 507.0 24.950 2867.8 3768.2 6639.0 24.0 976.0 4612.7 4.6127 3.8000 19.000
4920.0 480.0 520.0 24.394 2832.8 3861.0 6696.7 26.0 974.0 4710.9 4.7109 4.0000 20.000
5040.0 468.0 532.0 23.852 2784.5 3870.3 6654.5 27.0 973.0 4808.4 4.8084 4.0000 20.000
5160.0 459.0 541.0 23.329 2740.1 3851.7 6599.5 30.0 970.0 4902.3 4.9023 4.0000 20.000
5280.0 444.0 556.0 22.820 2690.2 3907.4 6595.5 31.0 970.0 4994.2 4.9942 4.0000 20.000
5400.0 436.0 564.0 22.331 2665.1 3907.4 6569.5 36.0 964.0 5085.7 5.0857 4.0000 20.000
5520.0 427.0 573.0 21.872 2614.1 3888.8 6505.7 42.0 958.0 5177.9 5.1779 4.0000 20.000
5640.0 416.0 584.0 21.438 2580.7 3926.0 6508.0 50.0 951.0 5273.1 5.2731 4.0000 20.000
5760.0 409.0 591.0 21.045 2541.3 3907.4 6448.7 56.0 944.0 5369.0 5.3690 4.0000 20.000
5880.0 400.0 600.0 20.680 2501.3 3870.3 6370.3 62.0 938.0 5466.3 5.4663 4.0000 20.000
6000.0 393.0 607.0 20.330 2461.2 3851.7 6327.1 63.0 937.0 5562.6 5.5626 4.0000 20.000
6120.0 387.0 613.0 20.007 2414.4 3786.8 6206.6 71.0 929.0 5656.4 5.6564 3.8000 19.000
6240.0 378.0 622.0 19.709 2398.7 3777.5 6169.7 73.0 927.0 5748.4 5.7484 3.8000 19.000
6360.0 366.0 634.0 19.436 2347.4 3777.5 6124.0 81.0 919.0 5841.0 5.8410 3.8000 19.000
6480.0 357.0 643.0 19.189 2306.8 3842.4 6149.3 85.0 915.0 5931.1 5.9311 4.0000 20.000
6600.0 355.0 645.0 18.975 2273.0 3796.0 6078.3 94.0 906.0 6019.2 6.0192 3.8000 19.000
6720.0 344.0 656.0 18.791 2225.7 3786.8 6006.2 98.0 902.0 6106.0 6.1060 3.8000 19.000
6840.0 338.0 662.0 18.631 2174.3 3731.1 5905.2 103.0 897.0 6190.7 6.1907 3.8000 19.000
6960.0 336.0 664.0 18.496 2144.3 3721.8 5865.7 107.0 893.0 6273.4 6.2734 3.8000 19.000
7080.0 328.0 672.0 18.380 2104.4 3666.1 5771.5 108.0 892.0 6355.5 6.3555 3.8000 19.000
7200.0 320.0 680.0 18.282 2061.8 3619.7 5691.4 113.0 887.0 6436.5 6.4365 3.8000 19.000
7320.0 311.0 689.0 18.216 2034.6 3684.7 5720.9 120.0 880.0 6515.1 6.5151 3.8000 19.000
7440.0 300.0 700.0 18.169 1997.5 3693.9 5695.9 123.0 877.0 6593.1 6.5931 3.8000 19.000
7560.0 296.0 704.0 18.135 1979.2 3712.5 5689.0 124.0 876.0 6670.3 6.6703 3.8000 19.000
7680.0 293.0 707.0 18.124 1928.1 3647.5 5576.2 132.0 868.0 6745.5 6.7455 3.8000 19.000
7800.0 291.0 709.0 18.139 1901.9 3712.5 5613.8 139.0 861.0 6817.5 6.8175 3.8000 19.000
7920.0 288.0 712.0 18.192 1887.0 3749.6 5639.4 145.0 855.0 6887.6 6.8876 3.8000 19.000
8040.0 286.0 714.0 18.265 1867.9 3777.5 5642.9 148.0 852.0 6956.4 6.9564 3.8000 19.000
8160.0 277.0 723.0 18.356 1853.1 3823.9 5678.6 157.0 843.0 7025.4 7.0254 4.0000 20.000
8280.0 276.0 724.0 18.478 1814.0 3805.3 5619.3 168.0 833.0 7095.0 7.0950 4.0000 20.000
8400.0 273.0 727.0 18.636 1800.0 3768.2 5568.3 171.0 829.0 7165.7 7.1657 3.8000 19.000
8520.0 265.0 735.0 18.808 1760.3 3796.0 5567.4 175.0 825.0 7236.8 7.2368 3.8000 19.000
8640.0 255.0 745.0 19.008 1728.0 3814.6 5544.2 180.0 820.0 7305.4 7.3054 4.0000 20.000
8760.0 257.0 743.0 19.235 1711.6 3758.9 5465.0 186.0 814.0 7371.5 7.3715 3.8000 19.000
8880.0 251.0 749.0 19.478 1690.0 3758.9 5436.9 185.0 814.0 7436.8 7.4368 3.8000 19.000
9000.0 243.0 757.0 19.730 1688.0 3805.3 5486.5 189.0 811.0 7503.4 7.5034 4.0000 20.000
9120.0 231.0 769.0 19.988 1680.0 3907.4 5589.4 188.0 812.0 7570.6 7.5706 4.0000 20.000
9240.0 225.0 775.0 20.253 1665.5 3916.7 5589.2 193.0 807.0 7636.6 7.6366 4.0000 20.000
9360.0 219.0 781.0 20.544 1608.5 3935.3 5556.5 201.0 799.0 7702.5 7.7025 4.0000 20.000
9480.0 219.0 781.0 20.865 1603.6 3935.3 5541.7 210.0 791.0 7769.7 7.7697 4.0000 20.000
9600.0 219.0 781.0 21.216 1568.9 3898.1 5470.6 216.0 784.0 7837.2 7.8372 4.0000 20.000
9720.0 214.0 786.0 21.585 1579.9 3898.1 5477.7 218.0 782.0 7903.9 7.9039 4.0000 20.000
9840.0 210.0 790.0 21.960 1546.5 3888.8 5437.1 217.0 783.0 7966.4 7.9664 4.0000 20.000
9960.0 206.0 794.0 22.346 1526.9 3879.6 5409.2 220.0 780.0 8026.1 8.0261 4.0000 20.000
10080 206.0 794.0 22.742 1507.8 3861.0 5369.3 223.0 777.0 8085.8 8.0858 4.0000 20.000
10200 198.0 802.0 23.159 1479.6 3898.1 5379.6 227.0 773.0 8145.1 8.1451 4.0000 20.000
10320 204.0 796.0 23.601 1443.5 3842.4 5287.1 235.0 765.0 8205.1 8.2051 4.0000 20.000
10440 207.0 793.0 24.058 1423.9 3823.9 5245.4 236.0 764.0 8265.5 8.2655 4.0000 20.000
10560 212.0 788.0 24.532 1412.2 3749.6 5160.7 239.0 761.0 8326.6 8.3266 3.8000 19.000
10680 212.0 788.0 25.018 1419.7 3786.8 5204.9 237.0 762.0 8388.7 8.3887 3.8000 19.000
10800 221.0 779.0 25.497 1435.6 3712.5 5153.0 241.0 758.0 8450.9 8.4509 3.8000 19.000
10920 231.0 769.0 25.982 1452.0 3638.3 5090.3 242.0 758.0 8512.8 8.5128 3.8000 19.000
11040 236.0 764.0 26.462 1470.5 3554.7 5022.7 241.0 759.0 8571.3 8.5713 3.6000 18.000
