#####################################################################
# Alchemist log file - simulation started at: 2023-05-15T04:43+0000 #
#####################################################################
#
# device_count = 100.0, battery_discharge_time = 24, low_battery_threshold = 30, high_battery_threshold = 100, epi_ratio = 30, cloud_epi = 300, seed = 1.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 100.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 100.0 0.0000 0.0000 0.0000 0.0000
0.0000 100.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 100.0 0.0000 0.0000 0.0000 0.0000
120.00 78.0 22.0 55.398 89.446 510.47 600.28 0.0 100.0 16.660 0.16660 0.60000 3.0000
240.00 78.0 22.0 55.195 90.390 510.47 601.58 0.0 100.0 33.460 0.33460 0.60000 3.0000
360.00 78.0 22.0 54.993 89.110 510.47 600.44 0.0 100.0 50.260 0.50260 0.60000 3.0000
480.00 77.0 23.0 54.791 90.120 533.67 623.76 0.0 100.0 67.060 0.67060 0.60000 3.0000
600.00 77.0 23.0 54.589 90.087 533.67 623.52 0.0 100.0 83.860 0.83860 0.60000 3.0000
720.00 77.0 23.0 54.388 90.296 533.67 624.18 0.0 100.0 100.66 1.0066 0.60000 3.0000
840.00 77.0 23.0 54.186 89.794 533.67 623.60 0.0 100.0 117.46 1.1746 0.60000 3.0000
960.00 77.0 23.0 53.984 89.515 533.67 622.94 0.0 100.0 134.26 1.3426 0.60000 3.0000
1080.0 77.0 23.0 53.782 89.920 533.67 624.01 0.0 100.0 151.06 1.5106 0.60000 3.0000
1200.0 77.0 23.0 53.580 89.535 533.67 623.78 0.0 100.0 167.86 1.6786 0.60000 3.0000
1320.0 77.0 23.0 53.379 90.272 533.67 623.61 0.0 100.0 184.66 1.8466 0.60000 3.0000
1440.0 77.0 23.0 53.177 90.005 533.67 623.52 0.0 100.0 201.46 2.0146 0.60000 3.0000
1560.0 76.0 24.0 52.976 88.933 556.88 645.69 0.0 100.0 218.26 2.1826 0.60000 3.0000
1680.0 76.0 24.0 52.775 89.290 556.88 646.31 0.0 100.0 235.06 2.3506 0.60000 3.0000
1800.0 76.0 24.0 52.575 89.368 556.88 645.83 0.0 100.0 251.86 2.5186 0.60000 3.0000
1920.0 75.0 25.0 52.375 88.491 580.08 669.12 0.0 100.0 268.66 2.6866 0.60000 3.0000
2040.0 75.0 25.0 52.175 88.913 580.08 668.56 0.0 100.0 285.46 2.8546 0.60000 3.0000
2160.0 75.0 25.0 51.976 89.263 580.08 668.91 0.0 100.0 302.26 3.0226 0.60000 3.0000
2280.0 74.0 26.0 51.777 87.553 603.28 691.43 0.0 100.0 319.06 3.1906 0.80000 4.0000
2400.0 74.0 26.0 51.578 88.690 603.28 692.09 0.0 100.0 335.86 3.3586 0.80000 4.0000
2520.0 74.0 26.0 51.379 88.169 603.28 690.85 0.0 100.0 352.66 3.5266 0.80000 4.0000
2640.0 74.0 26.0 51.181 89.398 603.28 692.45 0.0 100.0 369.46 3.6946 0.80000 4.0000
2760.0 74.0 26.0 50.982 88.110 603.28 691.72 0.0 100.0 386.26 3.8626 0.80000 4.0000
2880.0 74.0 26.0 50.784 88.844 603.28 691.89 0.0 100.0 403.06 4.0306 0.80000 4.0000
3000.0 74.0 26.0 50.585 88.393 603.28 691.00 0.0 100.0 419.86 4.1986 0.80000 4.0000
3120.0 74.0 26.0 50.387 89.071 603.28 691.90 0.0 100.0 436.66 4.3666 0.80000 4.0000
3240.0 74.0 26.0 50.188 88.016 603.28 691.90 0.0 100.0 453.46 4.5346 0.80000 4.0000
3360.0 74.0 26.0 49.989 88.635 603.28 692.12 0.0 100.0 470.26 4.7026 0.80000 4.0000
3480.0 73.0 27.0 49.791 88.107 626.48 714.37 0.0 100.0 487.06 4.8706 0.80000 4.0000
3600.0 73.0 27.0 49.594 88.270 626.48 714.25 0.0 100.0 503.86 5.0386 0.80000 4.0000
3720.0 73.0 27.0 49.396 88.015 626.48 713.75 0.0 100.0 520.66 5.2066 0.80000 4.0000
3840.0 73.0 27.0 49.199 87.387 626.48 713.74 0.0 100.0 537.46 5.3746 0.80000 4.0000
3960.0 73.0 27.0 49.001 87.864 626.48 714.80 0.0 100.0 554.26 5.5426 0.80000 4.0000
4080.0 72.0 28.0 48.803 87.513 649.69 737.17 0.0 100.0 571.06 5.7106 0.80000 4.0000
4200.0 72.0 28.0 48.606 87.793 649.69 738.00 0.0 100.0 587.86 5.8786 0.80000 4.0000
4320.0 72.0 28.0 48.410 87.139 649.69 737.03 0.0 100.0 604.66 6.0466 0.80000 4.0000
4440.0 71.0 29.0 48.214 87.545 672.89 760.68 0.0 100.0 621.46 6.2146 0.80000 4.0000
4560.0 70.0 30.0 48.019 86.871 696.09 783.22 0.0 100.0 638.26 6.3826 0.80000 4.0000
