#####################################################################
# Alchemist log file - simulation started at: 2023-05-15T02:10+0000 #
#####################################################################
#
# device_count = 316.2277660168379, battery_discharge_time = 3, low_battery_threshold = 30, high_battery_threshold = 100, epi_ratio = 30, cloud_epi = 300, seed = 1.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 316.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 316.0 0.0000 0.0000 0.0000 0.0000
0.0000 316.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 316.0 0.0000 0.0000 0.0000 0.0000
120.00 252.0 64.0 55.011 2312.2 11880 14196 0.0 316.0 52.651 0.16662 12.000 60.000
240.00 245.0 71.0 53.387 2275.2 13179 15455 0.0 316.0 105.74 0.33462 13.200 66.000
360.00 239.0 77.0 51.776 2253.2 14293 16544 0.0 316.0 158.83 0.50262 14.400 72.000
480.00 233.0 83.0 50.183 2231.0 15407 17644 0.0 316.0 211.91 0.67062 15.600 78.000
600.00 223.0 93.0 48.612 2200.5 17263 19456 0.0 316.0 265.00 0.83862 17.400 87.000
720.00 222.0 94.0 47.054 2196.6 17449 19654 0.0 316.0 318.09 1.0066 17.600 88.000
840.00 219.0 97.0 45.499 2180.0 18006 20199 0.0 316.0 371.18 1.1746 18.200 91.000
960.00 212.0 104.0 43.961 2163.7 19305 21451 0.0 316.0 424.27 1.3426 19.400 97.000
1080.0 193.0 123.0 42.451 2085.6 22832 24927 0.0 316.0 477.35 1.5106 23.000 115.00
1200.0 186.0 130.0 40.979 2059.2 24131 26189 0.0 316.0 530.44 1.6786 24.200 121.00
1320.0 177.0 139.0 39.528 2017.3 25802 27821 0.0 316.0 583.53 1.8466 26.000 130.00
1440.0 171.0 145.0 38.098 2009.5 26730 28739 0.0 316.0 636.57 2.0145 26.800 134.00
1560.0 166.0 150.0 36.691 1966.3 26916 28875 0.0 316.0 689.14 2.1808 27.000 135.00
1680.0 161.0 155.0 35.303 1943.6 27844 29795 0.0 316.0 741.39 2.3462 28.000 140.00
1800.0 155.0 161.0 33.935 1921.5 28401 30306 0.0 316.0 793.23 2.5102 28.600 143.00
1920.0 147.0 169.0 32.591 1867.1 29329 31201 0.0 316.0 844.74 2.6732 29.400 147.00
2040.0 141.0 175.0 31.282 1821.9 29329 31157 0.0 316.0 895.51 2.8339 29.400 147.00
2160.0 135.0 181.0 29.996 1803.7 30443 32244 0.0 316.0 945.90 2.9933 30.600 153.00
2280.0 129.0 187.0 28.734 1762.5 31185 32957 1.0 315.0 995.85 3.1514 31.200 156.00
2400.0 122.0 194.0 27.507 1728.2 31928 33653 1.0 315.0 1045.6 3.3088 32.000 160.00
2520.0 112.0 204.0 26.303 1683.8 33598 35277 1.0 315.0 1094.8 3.4647 33.600 168.00
2640.0 106.0 210.0 25.130 1650.0 34155 35813 1.0 315.0 1143.8 3.6196 34.200 171.00
2760.0 99.0 217.0 23.986 1613.5 35083 36701 1.0 315.0 1192.4 3.7733 35.200 176.00
2880.0 94.0 222.0 22.869 1586.0 35269 36853 3.0 313.0 1240.4 3.9253 35.400 177.00
3000.0 88.0 228.0 21.789 1534.2 35826 37367 3.0 313.0 1287.9 4.0757 36.000 180.00
3120.0 84.0 232.0 20.734 1505.5 36011 37525 3.0 313.0 1334.9 4.2243 36.200 181.00
3240.0 79.0 237.0 19.704 1481.5 35826 37296 3.0 313.0 1381.1 4.3705 36.000 180.00
3360.0 73.0 243.0 18.705 1446.1 36754 38207 4.0 312.0 1426.7 4.5149 36.800 184.00
3480.0 66.0 250.0 17.740 1411.6 37868 39283 6.0 310.0 1472.1 4.6585 38.000 190.00
3600.0 59.0 257.0 16.821 1359.7 38424 39788 7.0 309.0 1517.2 4.8014 38.600 193.00
3720.0 54.0 262.0 15.943 1330.3 38424 39760 9.0 307.0 1561.4 4.9410 38.600 193.00
3840.0 49.0 267.0 15.117 1268.7 37496 38760 9.0 307.0 1604.2 5.0767 37.600 188.00
3960.0 37.0 279.0 14.341 1199.9 38424 39619 10.0 306.0 1645.7 5.2080 38.600 193.00
4080.0 25.0 291.0 13.638 1131.9 39538 40675 13.0 303.0 1686.1 5.3359 39.600 198.00
4200.0 21.0 295.0 12.997 1076.2 38796 39872 15.0 301.0 1725.6 5.4608 38.800 194.00
4320.0 14.0 302.0 12.420 1018.8 38610 39630 16.0 300.0 1763.5 5.5806 38.800 194.00
4440.0 8.0 308.0 11.876 997.17 39724 40721 16.0 300.0 1800.8 5.6986 39.800 199.00
4560.0 7.0 309.0 11.361 976.46 39353 40323 20.0 296.0 1837.8 5.8157 39.400 197.00
4680.0 0.0 316.0 10.909 908.14 38796 39701 21.0 295.0 1873.7 5.9294 38.800 194.00
4800.0 0.0 316.0 10.542 832.70 35640 36473 26.0 290.0 1907.5 6.0364 35.800 179.00
4920.0 0.0 316.0 10.260 799.24 34341 35137 30.0 286.0 1939.1 6.1363 34.400 172.00
5040.0 0.0 316.0 10.033 748.99 32484 33234 32.0 284.0 1969.3 6.2320 32.600 163.00
5160.0 0.0 316.0 9.8694 738.14 31556 32293 38.0 278.0 1998.2 6.3235 31.600 158.00
5280.0 0.0 316.0 9.7724 716.54 30814 31532 43.0 273.0 2026.4 6.4126 31.000 155.00
5400.0 0.0 316.0 9.7408 692.97 29886 30576 47.0 269.0 2053.7 6.4992 30.000 150.00
5520.0 0.0 316.0 9.7847 661.24 28586 29247 53.0 263.0 2080.3 6.5831 28.600 143.00
5640.0 0.0 316.0 9.8727 632.51 27287 27925 52.0 263.0 2105.6 6.6632 27.400 137.00
5760.0 0.0 316.0 9.9888 627.04 26544 27165 55.0 261.0 2129.6 6.7391 26.600 133.00
5880.0 0.0 316.0 10.131 595.08 25802 26399 56.0 260.0 2152.5 6.8116 26.000 130.00
6000.0 0.0 316.0 10.338 562.70 24131 24690 63.0 253.0 2174.5 6.8813 24.200 121.00
