#####################################################################
# Alchemist log file - simulation started at: 2023-05-16T05:48+0000 #
#####################################################################
#
# device_count = 300, battery_discharge_time = 6, balance = [20, 60], epi_ratio = 30, cloud_epi = 300, seed = 4.0
#
# The columns have the following meaning: 
# time behaviourInDevice[sum] behaviourInCloud[sum] batteryPercentage[mean] batteryConsumption[sum] cloudConsumption[sum] totalConsumption[sum] isCharging[sum] isMoving[sum] distance[sum] distance[mean] cloudCost instances 
0.0000 300.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 300.0 0.0000 0.0000 0.0000 0.0000
0.0000 300.0 0.0 100.00 0.0000 0.0000 0.0000 0.0 300.0 0.0000 0.0000 0.0000 0.0000
120.00 263.0 37.0 54.262 1136.0 3434.1 4569.3 0.0 300.0 49.895 0.16632 3.6000 18.000
240.00 261.0 39.0 53.412 1131.0 3619.7 4755.6 0.0 300.0 99.679 0.33226 3.8000 19.000
360.00 261.0 39.0 52.564 1134.5 3619.7 4753.4 0.0 300.0 147.50 0.49167 3.8000 19.000
480.00 258.0 42.0 51.717 1132.8 3898.1 5026.3 0.0 300.0 193.46 0.64486 4.0000 20.000
600.00 253.0 47.0 50.875 1113.8 4362.2 5476.7 0.0 300.0 236.98 0.78994 4.4000 22.000
720.00 248.0 52.0 50.041 1112.6 4826.3 5939.5 0.0 300.0 277.40 0.92467 5.0000 25.000
840.00 247.0 53.0 49.211 1107.4 4919.1 6031.5 0.0 300.0 315.42 1.0514 5.0000 25.000
960.00 244.0 56.0 48.385 1098.2 5197.5 6298.1 0.0 300.0 351.54 1.1718 5.2000 26.000
1080.0 238.0 62.0 47.565 1092.5 5754.4 6846.4 0.0 300.0 386.91 1.2897 5.8000 29.000
1200.0 230.0 70.0 46.753 1076.8 6496.9 7571.9 0.0 300.0 420.33 1.4011 6.6000 33.000
1320.0 226.0 74.0 45.950 1067.3 6868.1 7938.6 0.0 300.0 451.50 1.5050 7.0000 35.000
1440.0 223.0 77.0 45.152 1065.3 7146.6 8211.4 0.0 300.0 480.65 1.6022 7.2000 36.000
1560.0 220.0 80.0 44.358 1057.3 7425.0 8481.8 0.0 300.0 511.16 1.7039 7.6000 38.000
